POA_CODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA5156,3,5,14,47,36,86,5,6,7,7,4,11,57,45,106,25,12,35,3,6,9,10,12,21,34,28,66,0,0,3,0,4,4,4,0,4,3,4,7,0,0,0,3,10,16,5,11,20,5,3,11,3,4,4,0,9,6,0,0,0,11,24,40,0,0,0,0,3,3,0,0,0,0,3,4,15,7,26,0,0,0,136,134,272
POA5157,22,19,38,78,88,167,6,5,10,32,33,69,115,123,244,46,48,99,13,11,21,27,32,56,83,94,177,4,4,10,0,0,0,15,3,16,3,11,16,0,0,0,20,14,35,38,36,70,7,3,10,4,7,9,14,17,25,0,0,0,56,65,118,0,3,7,4,6,11,0,0,0,6,9,17,65,87,157,3,0,3,381,417,790
POA5158,180,162,342,886,839,1725,171,195,372,131,119,251,1191,1156,2342,494,524,1015,155,124,276,125,116,235,769,768,1536,31,37,71,19,41,62,68,39,107,71,123,196,0,0,3,193,250,437,243,319,559,88,94,185,23,38,55,97,191,289,0,8,6,452,647,1098,14,27,37,23,70,96,0,3,3,41,97,132,311,357,669,57,103,162,3184,3528,6715
POA5159,205,189,395,1154,1040,2196,165,161,322,298,282,578,1610,1481,3091,632,672,1311,149,124,273,249,272,521,1031,1071,2101,33,49,79,31,40,72,88,56,147,102,140,238,0,0,3,257,280,535,345,487,829,94,146,234,38,78,113,132,225,352,7,0,7,612,925,1539,20,21,42,43,81,131,0,0,0,64,103,171,461,445,903,69,116,180,4310,4612,8921
POA5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,8,7
POA5161,53,47,98,349,300,647,45,35,81,59,50,111,456,389,844,199,194,396,34,15,52,57,55,106,283,270,553,16,18,32,11,16,25,28,23,56,23,42,69,0,0,0,81,103,180,50,90,144,31,46,75,13,9,16,24,58,81,0,0,0,118,201,325,7,14,19,13,30,42,0,0,0,27,39,65,161,212,370,15,43,61,1193,1296,2492
POA5162,209,180,397,1207,1067,2267,183,142,320,252,236,492,1641,1440,3082,726,688,1410,120,111,235,190,224,418,1036,1017,2056,46,50,100,36,91,130,86,66,151,107,160,267,0,0,0,277,365,647,238,327,566,86,133,219,48,49,93,85,185,270,0,8,5,453,703,1155,21,47,61,67,98,168,3,3,3,91,147,235,766,850,1618,46,85,133,4524,4798,9319
POA5163,77,83,160,462,448,908,60,59,124,88,109,201,614,619,1231,255,257,514,58,68,131,67,82,143,378,407,789,17,24,45,9,30,41,34,28,58,34,80,113,3,0,5,106,160,263,70,98,168,36,62,97,13,19,32,32,70,100,0,3,3,161,246,407,10,32,38,26,48,75,0,0,0,43,78,121,371,403,776,17,19,39,1762,2021,3779
POA5164,37,36,72,203,190,398,16,13,25,15,25,46,241,224,464,123,116,237,13,12,22,11,8,21,152,131,290,9,11,24,3,17,19,8,12,20,11,30,40,0,0,3,33,73,107,28,32,56,13,19,34,3,4,9,12,20,29,0,0,0,57,70,128,11,17,26,10,13,21,0,3,3,18,34,46,230,286,516,5,8,13,769,865,1635
POA5165,32,45,74,155,122,277,25,39,60,20,25,50,196,188,392,89,81,170,28,30,58,20,17,38,136,125,267,4,10,19,4,16,19,19,13,30,17,20,42,0,0,0,47,60,102,32,41,70,23,19,39,8,3,17,14,24,42,0,0,0,81,92,173,3,8,11,11,26,34,0,0,0,11,32,45,281,340,616,13,12,26,799,891,1693
POA5166,9,10,18,65,49,110,15,0,13,10,4,15,86,56,141,36,33,66,6,6,12,6,3,11,47,42,93,0,6,9,3,8,9,7,4,7,6,9,15,0,0,0,16,20,38,6,9,16,3,4,5,0,3,3,6,4,6,0,0,0,15,14,30,0,4,3,0,5,10,0,0,0,0,12,15,64,70,129,4,3,10,242,233,472
POA5167,26,29,48,130,129,260,62,71,130,46,38,82,236,237,473,83,76,154,46,48,91,38,35,65,156,154,314,10,11,19,4,9,19,17,9,26,20,37,52,0,0,0,54,70,117,39,52,88,9,23,33,3,8,12,17,34,51,0,0,0,72,118,186,5,4,11,8,15,24,0,0,0,14,20,32,204,257,467,11,13,19,774,889,1658
POA5168,37,31,69,180,166,344,37,40,80,42,32,78,260,239,496,89,101,191,33,39,69,20,17,31,142,155,297,11,9,17,3,21,27,11,8,15,16,29,45,3,0,3,40,67,107,23,32,60,17,23,36,3,6,12,15,27,39,0,0,0,60,85,139,3,4,6,7,18,22,0,0,0,8,17,31,159,183,346,13,3,13,714,784,1504
POA5169,123,121,252,588,536,1123,207,212,419,103,98,205,897,848,1747,337,301,634,82,92,175,98,92,186,512,484,1000,40,27,67,23,41,62,35,38,76,62,92,154,0,3,4,156,203,362,72,147,219,37,61,102,16,17,34,41,89,126,0,0,0,166,308,469,14,23,33,24,57,80,0,3,3,39,85,121,401,463,858,19,52,68,2313,2562,4875
POA5170,5,8,17,29,27,55,7,6,17,3,6,15,39,40,77,16,19,39,0,3,10,15,15,30,43,39,80,0,0,0,0,3,3,0,0,3,3,4,6,0,0,0,7,11,20,5,11,16,5,7,13,0,4,4,5,5,11,0,0,0,15,28,45,0,0,0,3,0,4,0,0,0,3,0,4,32,38,67,0,0,3,140,162,310
POA5171,36,40,83,164,183,347,22,14,37,83,62,146,272,256,525,68,72,140,18,12,33,96,82,181,188,163,348,12,3,16,0,4,6,15,4,21,10,21,33,0,0,0,35,42,77,41,62,105,11,17,26,4,11,16,8,33,44,0,0,0,67,122,182,0,6,9,8,13,18,0,0,0,11,21,28,147,161,311,4,15,24,757,813,1573
POA5172,16,20,42,130,116,244,10,11,22,51,61,108,183,184,372,60,67,132,11,4,10,62,64,134,134,143,276,4,5,6,3,5,11,11,9,18,9,15,25,0,0,0,31,35,65,31,32,65,7,16,22,7,3,10,14,21,30,0,0,0,52,71,124,3,0,3,7,3,8,0,0,0,9,3,10,111,121,231,11,7,22,548,592,1141
POA5173,87,93,181,448,419,865,130,146,279,127,126,245,697,690,1387,270,245,517,37,29,74,80,94,175,388,371,762,16,21,38,10,35,43,23,29,51,35,67,97,0,0,3,82,151,229,53,61,112,22,45,66,8,16,21,27,69,98,0,0,0,108,196,300,9,14,27,18,40,60,0,0,3,28,57,88,478,496,969,14,17,32,1884,2062,3950
POA5174,12,17,34,80,79,160,23,21,42,25,29,52,125,122,248,49,48,99,9,11,20,33,29,61,90,89,177,3,3,9,0,10,7,13,3,15,11,14,23,0,0,0,28,27,53,9,13,26,3,14,17,0,4,7,8,13,21,0,0,0,20,48,65,0,3,3,0,8,13,0,0,0,3,18,17,102,95,200,14,6,17,391,424,815
POA5201,14,9,26,65,46,112,5,6,11,11,24,32,79,70,151,44,37,76,13,3,12,6,11,24,61,51,114,0,3,3,6,0,5,10,4,16,3,14,18,0,0,0,22,19,41,5,27,29,0,11,9,0,0,4,6,11,15,0,0,0,17,50,64,3,0,4,3,4,5,0,0,0,5,6,12,52,52,105,0,4,4,254,269,516
POA5202,8,7,17,37,27,60,0,0,3,8,5,10,47,28,72,15,8,20,0,3,7,8,15,18,21,26,48,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,3,6,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,6,12,0,0,0,0,3,3,0,0,0,0,3,3,31,17,51,3,0,3,104,100,212
POA5203,3,0,3,44,34,77,0,0,0,3,7,16,45,51,96,26,20,44,0,0,0,8,12,20,34,31,69,0,0,3,0,0,0,3,0,3,0,4,3,0,0,0,6,5,13,0,3,3,0,3,3,0,0,0,0,4,7,0,0,0,3,15,15,0,0,3,3,3,8,0,0,0,5,3,13,44,37,81,0,0,3,146,148,294
POA5204,6,6,17,79,85,164,0,0,0,10,13,22,88,96,185,40,35,73,0,3,0,3,13,20,42,53,91,0,3,3,0,5,5,8,8,9,5,16,18,0,0,0,11,27,43,4,3,7,0,5,8,0,0,0,0,18,13,0,0,0,9,30,35,0,3,3,3,3,13,0,0,0,3,5,9,112,110,225,10,3,15,284,330,614
POA5210,13,15,26,70,67,140,0,0,3,16,14,33,90,83,173,41,44,85,0,0,0,11,23,32,55,59,118,0,3,3,0,0,6,6,0,8,3,9,13,0,0,0,17,11,27,3,9,11,0,3,6,0,3,3,3,7,11,0,0,0,6,24,31,0,0,0,0,6,6,0,0,0,0,8,6,52,60,116,0,0,0,240,263,497
POA5211,62,81,140,319,300,621,13,0,12,183,173,355,517,476,992,208,211,418,8,9,16,106,130,237,324,341,670,11,10,19,9,26,34,16,20,40,35,64,95,7,0,7,73,118,187,25,37,60,21,29,51,8,6,14,21,58,77,0,0,0,69,138,204,14,5,16,8,25,41,0,0,0,19,34,58,414,502,917,25,40,67,1507,1726,3230
POA5212,14,13,21,39,48,92,0,0,0,28,14,48,72,64,137,22,16,40,0,0,0,20,11,33,47,31,71,0,3,3,0,8,10,0,0,7,0,3,9,0,0,0,8,16,22,4,6,13,3,3,5,0,3,3,3,12,16,0,0,0,8,27,35,0,0,0,0,3,3,0,0,0,0,0,0,59,64,129,5,4,8,209,218,431
POA5213,8,3,15,38,38,76,4,0,4,11,10,21,49,49,95,22,19,37,0,0,0,13,8,25,30,26,62,0,0,0,0,4,4,3,0,3,3,3,5,0,0,0,8,9,17,3,8,11,4,0,8,0,0,0,5,11,15,0,0,0,15,20,33,0,0,3,0,3,3,0,0,0,0,3,3,26,20,41,0,0,0,132,132,269
POA5214,32,22,57,167,191,357,8,8,17,79,74,155,251,274,526,76,92,172,8,4,9,52,67,121,132,166,299,3,11,15,0,15,16,14,17,30,24,31,55,0,0,0,38,70,113,7,22,31,10,17,26,0,0,0,9,38,48,0,0,0,33,77,110,9,6,13,7,17,22,0,0,0,16,18,33,236,240,478,17,13,33,764,889,1649
POA5220,0,0,0,12,10,15,0,0,0,0,0,0,12,10,15,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,5,3,8,22,24,42
POA5221,3,0,4,8,13,21,0,0,0,0,0,3,8,14,19,8,4,11,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,21,33,53,11,21,33,56,78,131
POA5222,3,6,15,17,13,27,0,0,0,0,0,0,17,13,27,4,9,19,0,0,0,0,0,0,4,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,3,9,0,0,0,0,3,4,0,0,0,0,6,3,42,43,79,17,14,38,92,97,190
POA5223,17,14,38,151,122,276,0,0,0,3,3,4,155,122,281,96,95,193,0,0,0,4,4,9,96,103,199,0,0,0,0,9,7,10,5,15,5,8,17,0,0,0,13,20,37,0,3,3,7,3,6,0,0,0,3,8,10,0,0,0,8,15,28,0,0,0,3,7,12,0,0,0,3,7,13,185,158,346,92,92,186,576,546,1123
POA5231,7,8,10,41,40,83,4,7,13,11,10,18,52,55,111,23,15,37,3,3,4,15,23,40,36,46,86,0,0,0,0,0,6,7,4,8,3,10,15,0,0,0,10,13,27,8,13,16,0,3,0,3,0,3,6,4,13,4,0,4,22,14,37,0,0,0,0,3,7,0,0,0,0,3,7,25,26,51,3,0,0,161,170,323
POA5232,3,0,3,17,13,28,3,0,4,3,3,7,27,15,42,7,9,12,0,0,4,5,9,12,12,18,30,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,16,25,3,4,3,0,0,3,0,0,0,0,0,0,12,22,28,0,0,4,0,0,0,0,0,0,0,0,4,17,14,25,0,0,0,66,65,139
POA5233,6,5,9,36,30,61,4,3,3,22,20,41,57,49,105,33,29,60,0,0,3,18,18,38,48,45,98,0,3,3,0,0,3,9,4,12,3,7,11,0,0,0,12,17,30,9,21,24,0,3,4,4,4,10,3,3,7,0,0,0,12,34,49,0,3,4,0,3,6,0,0,0,0,8,10,32,41,70,3,6,10,180,204,381
POA5234,14,14,21,59,46,107,6,3,11,6,7,14,73,55,126,47,16,67,3,4,10,7,12,24,62,34,95,0,3,3,0,0,0,0,3,4,4,8,10,0,0,0,9,13,20,3,13,16,0,4,3,0,0,4,6,5,11,0,0,0,7,26,40,0,3,4,3,3,6,0,0,0,4,5,9,44,42,85,0,11,8,211,193,404
POA5235,11,10,21,96,78,176,0,0,0,27,18,46,127,98,223,42,61,98,0,0,4,16,18,30,52,77,131,0,5,5,0,3,4,8,5,14,9,5,12,0,0,0,13,21,40,9,11,17,0,7,3,0,0,0,3,10,11,0,0,0,12,24,37,4,4,4,4,10,11,0,0,0,5,14,17,75,96,174,3,6,12,303,355,657
POA5236,0,3,3,7,4,19,0,0,0,6,0,10,13,9,25,6,9,18,0,3,3,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,21,13,37,0,0,0,49,42,90
POA5237,3,4,5,14,10,23,0,0,0,3,5,12,13,11,29,10,3,18,0,0,0,0,0,0,10,3,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,16,29,0,0,0,50,49,96
POA5238,24,10,31,123,106,230,9,13,17,9,15,20,145,129,272,84,77,157,0,6,7,9,16,28,91,95,189,5,3,6,0,6,6,7,11,14,8,22,30,0,0,0,21,38,53,7,13,22,0,9,6,0,0,0,3,9,10,0,0,0,11,34,40,0,0,0,3,11,13,0,0,0,4,8,11,200,209,413,3,11,7,489,535,1024
POA5240,3,0,3,15,11,25,0,0,0,3,3,9,16,16,29,14,9,27,0,0,0,4,9,9,17,18,41,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,3,5,4,4,0,7,0,0,0,3,3,8,0,0,0,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,0,0,57,55,111
POA5241,10,7,18,95,87,179,4,5,13,30,36,74,133,136,267,44,50,95,7,8,12,23,32,54,77,87,158,3,4,7,3,3,9,5,6,12,4,14,17,0,0,0,15,30,45,7,24,29,0,9,8,3,0,3,3,13,21,0,0,0,18,42,64,0,0,0,0,6,6,0,0,0,0,6,6,35,60,93,3,9,11,293,383,673
POA5242,10,18,28,36,23,65,3,6,12,39,37,75,82,65,151,19,21,42,9,3,8,28,26,53,55,54,109,0,0,0,0,3,3,3,0,10,0,14,13,0,0,0,12,14,24,15,15,25,0,4,6,3,3,9,5,18,24,0,0,0,25,37,65,0,0,0,3,3,7,0,0,0,3,3,3,38,39,77,3,4,8,224,236,461
POA5243,5,0,12,7,17,22,3,0,3,17,19,41,29,33,64,7,10,21,3,11,14,8,17,25,22,37,61,0,0,0,0,0,0,4,0,3,0,8,8,0,0,0,3,5,11,12,13,24,0,3,4,0,0,0,4,3,6,0,0,0,16,19,37,0,0,0,0,0,0,0,0,0,0,0,0,20,28,46,3,4,9,100,134,233
POA5244,28,22,52,127,137,266,5,10,15,55,66,126,197,212,409,69,67,138,0,9,9,59,57,119,129,129,258,10,6,11,0,0,8,12,4,17,8,10,17,0,0,0,27,24,51,25,41,66,3,12,14,6,3,6,16,19,37,0,0,0,48,76,128,3,3,7,0,11,11,0,0,0,6,13,22,159,115,278,7,3,14,605,600,1205
POA5245,13,12,29,62,56,112,6,4,14,68,59,132,135,121,258,34,36,70,10,20,23,58,53,113,99,112,211,0,7,5,3,0,4,10,3,10,4,10,15,0,0,0,20,16,34,25,29,59,7,10,16,8,0,11,11,23,32,0,0,0,56,60,114,6,3,4,4,4,11,0,0,0,8,8,11,100,109,212,0,6,11,434,442,876
POA5250,26,28,51,160,141,307,14,10,25,36,45,82,214,203,415,41,46,88,26,17,48,69,65,134,141,130,263,0,5,5,0,11,9,12,7,14,12,22,28,0,0,0,19,43,65,25,48,75,4,9,16,3,4,10,13,31,47,0,0,0,48,96,147,3,4,4,7,3,7,0,0,0,6,9,16,55,68,120,0,5,5,505,581,1084
POA5251,100,90,187,431,398,830,89,120,208,198,219,411,715,733,1449,216,229,450,100,92,194,161,133,295,478,457,939,22,34,60,7,51,59,39,37,71,34,88,121,0,0,0,100,206,309,99,170,266,49,75,116,16,25,41,41,102,148,0,0,0,207,365,571,9,21,29,12,42,58,3,0,0,29,65,96,354,454,811,17,35,54,2008,2411,4420
POA5252,46,49,96,294,229,520,40,33,72,50,63,115,383,321,708,148,122,265,30,40,73,52,61,115,233,216,451,10,9,18,4,11,13,22,16,44,22,35,59,0,0,3,59,70,133,28,63,90,13,25,41,3,10,13,21,54,75,0,0,0,65,151,215,0,0,3,10,17,32,0,0,0,12,23,31,177,172,349,8,7,13,977,1020,1998
POA5253,109,90,198,409,411,821,222,216,437,137,119,259,766,747,1518,332,373,706,42,33,66,115,91,202,483,495,980,24,28,56,14,31,44,37,46,83,40,94,132,0,0,0,113,204,313,47,86,135,23,30,55,10,15,19,21,66,88,4,0,3,103,199,306,10,27,37,27,40,66,0,0,0,35,68,106,997,678,1678,93,74,165,2706,2558,5265
POA5254,9,17,35,83,76,153,16,8,23,21,19,44,119,103,217,65,64,124,6,3,9,24,12,37,95,72,168,0,3,0,0,3,0,3,5,5,3,11,9,0,0,0,8,16,21,6,14,20,0,4,5,3,0,4,3,9,16,0,0,0,13,33,39,6,0,6,3,3,9,0,0,0,10,3,13,109,86,194,5,3,9,360,338,704
POA5255,52,62,114,286,280,571,42,33,66,86,81,171,412,389,803,218,220,436,20,28,46,64,76,138,302,324,626,8,16,25,7,23,23,20,24,45,16,38,61,0,0,0,56,101,151,30,49,83,15,17,31,9,10,14,12,39,56,0,3,0,71,118,183,4,9,12,5,16,22,0,0,0,10,27,36,300,349,643,7,15,25,1202,1383,2585
POA5256,3,3,7,26,35,57,0,3,3,10,13,18,34,49,80,22,21,40,0,0,0,7,9,11,31,24,56,0,0,3,0,3,4,0,3,6,0,8,9,0,0,0,7,13,21,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,4,9,10,0,0,0,0,4,5,0,0,0,0,4,5,58,56,113,0,0,0,130,167,295
POA5259,4,6,15,51,30,74,9,0,9,8,3,13,64,30,92,18,30,40,0,3,3,10,4,16,24,35,58,0,0,0,0,0,5,0,0,3,0,3,3,0,0,0,5,3,8,0,8,3,0,0,0,0,0,0,0,4,8,0,0,0,0,13,17,3,0,0,0,4,4,0,0,0,4,3,10,50,46,102,4,5,12,162,146,307
POA5260,4,10,16,56,60,118,0,4,3,8,11,18,71,70,139,54,39,85,4,0,4,3,6,10,60,47,108,0,0,0,0,3,3,0,3,3,0,10,11,0,0,0,3,11,16,0,0,4,0,3,3,0,0,0,0,3,3,0,0,0,0,9,6,0,0,0,3,11,8,0,0,0,3,12,14,59,72,133,7,3,7,206,224,432
POA5261,7,3,7,17,7,22,0,0,0,0,4,3,16,11,27,9,12,26,0,0,3,3,5,10,17,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,26,0,0,0,52,52,109
POA5262,4,3,5,23,17,37,0,0,0,5,4,9,29,19,46,4,5,12,0,0,0,0,0,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,4,12,14,25,0,0,0,53,47,105
POA5263,0,0,0,3,3,6,0,0,0,0,0,0,4,3,9,0,3,3,4,0,4,3,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,0,0,0,15,13,31
POA5264,4,8,15,36,49,86,0,0,0,0,0,0,37,52,89,16,15,34,0,0,0,3,5,10,18,23,42,0,0,0,0,0,0,3,3,4,3,8,5,0,0,0,7,10,9,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,9,3,0,5,0,0,0,7,3,10,55,56,111,7,3,4,138,161,293
POA5265,4,0,4,26,24,55,0,0,0,0,0,0,32,25,58,13,3,16,0,0,0,3,7,13,15,9,24,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,23,24,52,0,0,0,73,72,149
POA5266,10,6,10,30,23,55,0,0,0,0,0,0,30,23,55,11,10,17,0,0,0,4,0,4,14,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,14,40,0,0,0,76,68,141
POA5267,12,14,24,122,114,238,0,0,0,0,0,3,125,119,238,50,53,98,0,0,0,0,4,4,51,54,106,0,0,0,0,0,0,4,8,13,4,12,15,0,0,0,8,21,29,0,3,3,0,0,0,0,5,3,0,6,7,0,0,0,0,17,17,0,0,0,0,4,4,0,0,0,0,4,4,83,67,153,3,4,8,281,304,583
POA5268,17,28,45,154,146,298,0,0,0,0,4,4,154,148,301,95,90,186,0,0,0,0,4,3,96,98,188,0,4,4,4,4,9,8,6,16,7,16,26,0,0,0,24,31,56,3,6,13,0,4,4,3,3,6,3,11,11,0,0,0,11,22,30,3,0,3,3,3,9,0,0,0,9,3,17,204,173,375,5,11,16,516,506,1025
POA5269,0,0,3,17,13,27,0,0,0,0,0,0,17,13,27,12,5,13,0,0,0,0,0,0,12,5,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,22,0,0,0,39,35,71
POA5270,0,4,5,37,24,61,0,0,0,0,0,0,37,24,61,17,22,42,0,0,0,3,0,3,20,22,40,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,4,3,0,0,0,0,4,3,19,15,32,0,0,0,78,72,150
POA5271,58,53,115,326,275,607,4,17,21,65,59,121,398,355,751,162,151,311,25,22,42,13,12,27,200,181,383,3,0,5,3,12,15,12,5,15,18,34,49,0,0,0,33,53,82,3,9,13,5,7,10,5,10,10,7,30,34,0,0,0,23,56,70,5,3,6,16,22,33,0,0,0,19,23,46,229,211,446,51,30,77,1008,963,1965
POA5272,6,3,3,53,28,80,0,0,0,0,0,0,55,28,82,26,15,43,0,0,0,0,3,3,26,18,42,0,0,0,0,0,0,0,0,4,0,8,9,0,0,0,0,10,9,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,10,28,41,0,0,0,96,95,188
POA5273,0,0,0,15,0,12,0,0,0,0,0,0,15,0,12,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,7,24
POA5275,11,7,18,95,79,176,0,0,0,3,0,3,101,81,181,56,46,101,0,0,0,0,0,0,59,46,104,3,6,7,0,3,3,8,3,11,0,8,9,0,0,0,10,16,25,0,5,4,0,3,3,0,0,0,5,0,5,0,0,0,6,9,15,0,0,0,0,7,11,0,0,0,0,7,11,84,96,178,4,10,18,277,270,541
POA5276,11,4,8,35,32,71,0,0,0,0,0,0,35,32,71,27,17,40,0,0,0,0,0,0,26,17,44,0,0,0,0,0,0,0,4,4,4,3,7,0,0,0,9,3,9,3,0,3,0,6,6,0,0,0,0,5,4,0,0,0,0,10,9,0,0,0,0,3,3,0,0,0,0,4,4,58,60,114,15,23,45,154,160,310
