_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
5000,3,14,14,16,20,37,25,35,18,180,3,6,8,6,8,3,5,5,3,53,94,367,544,253,214,170,131,61,21,1854,852,3684,3927,1729,1345,1228,936,344,129,14186
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,0,3,0,0,0,4,16,24,11,73,0,0,0,0,0,3,3,4,3,15,38,95,126,58,109,89,105,67,70,752,471,986,1268,643,782,762,816,391,246,6361
5007,3,5,5,14,23,48,92,131,134,455,0,3,0,3,11,18,17,25,42,118,7,33,97,60,78,50,26,35,35,424,144,731,1597,952,900,784,426,315,282,6134
5008,0,3,29,45,74,130,238,317,190,1021,0,3,25,24,33,41,47,81,31,281,48,72,148,127,135,110,107,96,63,903,379,1083,2276,1803,1833,1580,1000,744,399,11102
5009,4,4,11,15,11,27,80,97,56,305,0,0,5,4,4,13,6,14,5,53,8,12,40,46,41,41,34,36,23,284,128,362,692,680,767,606,370,275,136,4023
5010,0,3,15,36,41,77,103,101,72,453,0,3,18,24,43,45,36,32,15,214,21,28,44,53,62,46,63,57,57,440,175,430,852,823,731,635,430,305,194,4575
5011,3,3,18,19,37,53,115,142,115,512,0,3,11,8,24,7,15,42,25,139,26,50,92,88,99,87,63,60,44,610,282,880,1990,1624,1651,1339,785,446,305,9299
5012,3,7,46,78,110,123,133,131,89,720,3,6,26,40,81,71,40,59,16,325,41,65,101,105,106,94,84,64,24,678,338,934,1826,1564,1394,1121,676,431,197,8483
5013,6,7,33,47,80,144,182,144,139,782,0,3,17,12,32,56,44,37,16,212,45,36,112,73,100,117,129,59,27,696,292,677,1392,1280,1491,1312,818,420,310,7990
5014,6,3,20,16,30,87,188,258,181,784,0,4,3,3,11,17,32,50,21,139,50,34,98,76,109,103,134,91,45,737,271,707,1714,1507,1695,1590,1062,714,368,9628
5015,0,0,8,10,18,36,68,61,36,228,0,0,0,4,5,3,7,12,3,37,14,33,56,34,62,55,64,28,10,354,139,348,879,788,924,820,525,222,81,4722
5016,5,0,4,8,16,36,88,109,135,407,0,0,3,5,0,3,0,4,5,18,16,12,40,48,60,59,63,62,83,442,213,436,1151,1102,1361,1195,782,492,424,7160
5017,0,7,16,10,18,45,93,95,31,312,0,0,0,4,3,0,3,3,0,17,16,14,35,63,52,71,67,34,11,364,137,276,609,642,715,680,534,297,78,3959
5018,0,3,0,3,4,31,71,52,26,194,0,0,0,0,0,0,0,7,0,6,5,18,22,26,22,52,57,51,24,274,133,338,543,582,793,1114,748,293,123,4669
5019,3,3,14,18,19,49,112,115,100,430,3,0,0,3,3,5,3,6,9,31,21,26,60,64,109,95,109,80,55,615,206,450,1031,1228,1392,1399,1014,495,297,7511
5020,0,0,0,0,0,4,21,31,25,91,0,0,0,0,0,3,3,3,0,9,17,14,6,21,29,22,28,22,13,162,70,156,276,362,402,504,467,210,97,2542
5021,0,0,5,0,3,22,90,121,73,316,0,0,3,4,3,0,9,8,3,25,5,12,25,16,29,44,74,61,17,280,114,286,486,541,695,920,1052,601,264,4958
5022,3,6,8,10,16,31,131,169,153,524,0,0,3,9,9,9,5,24,4,63,32,54,110,107,133,140,115,91,49,834,374,886,1632,1978,2420,2244,1692,934,529,12698
5023,3,4,28,29,64,116,297,456,265,1267,0,3,11,15,30,34,56,90,46,296,54,62,112,145,136,150,163,168,137,1121,430,1024,2539,2066,2224,1855,1411,1236,659,13439
5024,0,0,8,13,12,54,211,294,158,756,0,3,0,4,5,14,20,35,19,95,30,36,76,78,100,78,91,117,55,660,347,807,1472,1688,2036,1655,1580,1166,512,11263
5025,0,0,5,3,25,51,192,215,103,599,0,0,5,7,9,7,11,29,8,76,14,17,42,28,44,35,54,55,30,318,198,486,1031,1005,1178,934,900,651,259,6641
5031,3,8,6,15,17,36,142,251,87,555,4,3,15,17,8,8,27,57,21,162,28,40,90,83,81,75,65,57,25,541,257,986,1929,1401,1354,1058,657,524,182,8352
5032,0,5,22,20,30,52,147,228,112,606,0,3,4,9,14,9,8,40,23,112,18,43,95,76,81,78,71,66,84,615,285,926,2038,1664,1711,1420,1064,802,451,10361
5033,0,4,3,11,22,39,123,161,101,477,0,0,8,10,18,18,13,32,10,110,18,49,118,75,69,65,74,79,109,646,214,742,1652,1148,1020,809,605,469,323,6980
5034,0,0,3,3,3,18,57,95,87,265,0,0,6,3,5,6,8,16,8,46,21,28,73,63,62,67,60,47,48,461,268,731,1488,1367,1299,1281,899,450,341,8122
5035,0,3,0,0,10,19,49,60,52,189,0,0,3,0,3,3,6,7,6,28,10,25,77,39,52,47,38,31,37,357,148,467,1106,887,736,672,490,321,202,5030
5037,0,0,13,14,18,49,121,133,102,447,0,0,3,3,7,3,7,11,11,54,17,37,105,72,71,58,75,113,217,781,260,971,1868,1404,1227,1057,823,674,562,8849
5038,3,4,13,16,36,77,124,180,121,568,0,3,14,10,16,12,14,18,14,111,16,55,157,96,80,104,98,95,68,761,334,1227,3022,2144,1823,1635,1153,801,446,12586
5039,3,3,6,15,21,57,68,100,79,361,0,0,3,3,7,9,7,18,3,55,16,30,88,61,58,82,38,58,42,477,219,675,1480,1259,1076,1073,578,448,285,7087
5040,0,0,7,0,3,9,24,15,9,77,0,0,0,0,0,0,0,0,0,3,0,4,6,11,9,26,15,12,9,89,67,115,208,264,321,364,334,189,65,1919
5041,3,4,5,6,12,26,85,114,115,361,0,0,8,0,6,3,10,11,8,44,20,31,54,92,63,75,73,75,105,579,359,775,1489,1849,1904,1648,1161,634,565,10373
5042,0,0,12,22,19,44,108,159,96,467,0,0,6,8,9,14,15,27,7,83,20,42,95,48,58,74,82,103,55,573,397,1057,1895,1355,1144,1045,897,774,356,8922
5043,5,12,27,29,75,108,223,318,273,1069,0,6,14,31,33,30,25,22,11,164,39,81,179,124,143,134,157,158,121,1123,466,1537,3069,2339,2084,2061,1773,1357,833,15521
5044,0,0,9,3,12,21,60,101,146,359,0,3,8,0,4,3,0,7,4,30,11,23,54,66,65,71,74,88,100,561,235,658,1134,1261,1479,1393,1195,788,631,8775
5045,0,3,10,8,15,25,83,98,104,347,0,0,4,0,6,5,0,7,4,37,38,62,177,137,120,185,165,146,150,1183,326,1001,2231,1988,2037,2313,1795,957,591,13230
5046,3,3,5,6,19,29,81,86,124,362,0,4,7,3,8,14,5,0,9,49,17,51,71,65,60,52,81,74,63,522,218,778,1322,1104,1038,1102,924,582,512,7587
5047,0,7,13,10,25,44,77,109,56,338,0,4,14,12,7,7,6,6,4,64,25,36,98,51,70,58,65,56,36,505,219,599,1354,1085,985,926,815,493,204,6671
5048,0,3,18,17,45,52,74,109,110,424,0,0,8,15,39,44,15,6,5,129,20,28,83,93,90,155,155,171,143,933,293,722,1471,1683,1879,2035,1671,1094,762,11606
5049,3,0,4,4,7,19,49,59,35,195,0,0,0,0,0,3,10,4,4,22,29,20,43,41,62,116,73,39,26,446,213,505,1065,1265,1364,1464,1201,533,209,7820
5050,0,3,0,3,0,3,24,33,46,114,0,0,0,0,3,3,0,0,0,13,17,19,18,22,42,26,43,37,22,245,156,335,492,639,749,711,736,467,225,4509
5051,0,0,9,9,8,12,51,40,35,170,0,0,0,5,3,11,5,3,0,32,21,12,52,59,65,63,83,51,23,429,351,762,1252,1997,2099,1866,1514,626,231,10699
5052,0,0,0,0,3,3,7,19,26,65,0,0,0,0,0,0,0,0,0,3,13,13,10,27,44,25,36,52,53,281,163,337,478,794,957,806,797,462,232,5027
5061,6,3,7,8,10,11,56,97,66,256,0,0,0,0,5,3,5,18,4,45,23,27,37,56,58,76,70,37,18,398,238,680,1123,1203,1383,1314,1062,481,247,7722
5062,0,0,11,12,10,32,59,64,82,272,0,0,0,0,4,4,3,7,5,24,19,48,54,71,92,89,110,72,82,626,339,939,1443,1771,2149,2055,1628,758,506,11595
5063,0,0,3,3,4,25,72,115,82,319,0,0,0,9,8,3,12,13,11,56,32,38,85,104,94,100,87,71,101,701,275,803,1734,1697,1659,1456,1154,633,493,9909
5064,4,0,3,3,4,3,34,46,66,160,0,0,0,3,0,5,4,3,0,19,25,13,30,45,54,62,64,76,168,542,277,488,717,1086,1316,1278,1149,772,657,7735
5065,0,3,9,6,11,8,24,54,54,175,0,0,3,0,0,0,0,4,3,21,12,12,39,51,53,79,87,73,107,508,197,552,957,1272,1367,1246,1193,669,515,7978
5066,0,0,0,4,4,7,27,41,35,132,0,0,3,5,0,5,4,4,0,22,30,21,21,48,59,77,78,50,29,407,322,673,800,1381,1787,1608,1339,725,310,8944
5067,0,3,3,3,3,8,58,82,60,220,0,0,3,3,3,6,4,26,16,61,18,42,156,84,92,84,80,71,40,669,230,730,1788,1377,1239,1294,1052,538,200,8459
5068,7,0,3,7,6,14,64,151,88,338,0,0,3,3,0,6,7,15,13,51,17,37,52,52,72,68,90,74,82,541,290,858,1331,1453,1607,1480,1248,895,606,9772
5069,0,0,3,3,9,11,47,104,68,250,0,0,7,4,3,11,10,18,21,69,9,34,59,45,75,57,32,42,13,373,180,630,1168,1044,1238,1061,737,427,201,6680
5070,0,5,16,6,17,51,202,391,290,982,0,0,6,5,15,4,28,48,32,141,14,31,84,75,77,63,88,125,114,669,285,1064,2213,1819,1715,1505,1277,1153,784,11805
5072,3,4,7,3,11,33,116,195,119,502,0,0,11,3,7,7,13,25,17,82,12,28,69,55,87,69,75,92,51,535,344,788,1532,1634,1724,1483,1269,840,458,10068
5073,7,5,13,8,25,46,278,388,148,911,0,0,7,10,9,10,38,67,32,179,21,23,62,68,101,70,98,109,48,605,355,973,1864,1970,2153,1577,1458,1263,488,12096
5074,0,0,10,8,33,87,264,361,215,980,0,3,14,8,12,19,45,66,38,200,35,27,77,80,83,68,98,125,68,663,290,785,1735,1707,1717,1308,1220,1105,518,10381
5075,0,0,7,18,8,55,175,214,96,569,0,0,5,5,5,9,18,21,14,88,23,27,55,43,61,71,67,84,56,470,237,677,1301,1320,1347,1276,1224,811,351,8537
5076,0,0,4,6,3,33,133,138,24,347,0,0,3,0,0,6,14,21,10,55,4,13,17,33,32,35,50,47,14,249,225,616,937,1139,1426,1313,1001,505,102,7270
5081,4,3,9,3,13,21,36,74,62,217,0,3,6,4,7,8,5,3,3,34,21,36,75,66,64,74,68,63,37,505,224,643,1127,1069,1218,1265,968,624,352,7497
5082,3,5,20,12,20,43,119,206,144,568,6,9,23,20,20,23,19,39,15,165,34,59,136,102,125,127,87,68,46,774,363,1232,2351,2009,2083,1888,1077,628,338,11975
5083,3,4,13,14,10,31,59,90,70,293,0,4,11,4,10,12,7,7,14,73,8,18,55,41,39,41,34,26,36,302,158,524,1271,1067,958,914,540,305,221,5965
5084,11,35,78,102,82,98,117,125,94,747,9,38,101,157,117,84,44,34,10,597,41,68,150,150,120,114,86,70,30,808,277,825,1828,1461,1234,1027,634,381,216,7890
5085,12,26,57,68,79,109,181,192,153,878,4,13,67,57,81,51,50,24,17,365,50,180,484,397,251,151,142,118,113,1878,449,1389,4232,3176,2151,1729,1230,761,509,15624
5086,6,3,22,34,49,109,171,174,106,687,0,0,14,26,28,28,18,15,13,142,29,32,159,143,106,129,134,99,47,882,375,1018,2790,2375,2019,1751,1314,735,347,12710
5087,3,3,11,20,18,51,128,182,74,484,3,0,9,6,22,18,8,12,5,95,23,24,96,97,76,74,79,101,81,667,242,767,2258,1658,1288,1129,888,677,296,9211
5088,0,3,6,6,4,25,42,51,17,166,0,0,0,0,3,4,3,6,0,26,9,8,30,27,26,30,26,23,10,184,67,207,545,474,422,387,293,199,52,2636
5089,0,0,3,3,6,4,57,59,11,151,0,0,0,3,0,0,0,0,0,9,13,15,28,28,41,34,41,27,11,227,157,358,737,819,1019,871,804,277,64,5112
5090,0,3,7,10,16,29,108,185,226,588,0,0,0,3,3,3,5,7,6,33,15,18,27,27,54,27,66,92,83,410,165,355,914,869,906,871,982,800,668,6528
5091,0,3,3,5,4,10,65,57,27,173,0,0,0,0,0,4,0,3,0,13,21,5,37,51,47,38,65,42,12,325,204,376,872,997,1055,867,991,461,111,5938
5092,3,0,22,11,25,66,161,161,74,536,0,0,12,9,14,9,13,15,3,74,29,39,116,91,89,90,86,104,53,703,457,1097,2504,2403,2168,2205,1824,954,301,13917
5093,0,3,13,16,20,36,148,99,57,396,0,3,7,9,19,11,16,7,5,73,20,13,45,47,42,44,92,67,25,402,216,516,1204,1224,1127,921,1208,514,157,7089
5094,0,3,0,3,11,9,21,12,3,63,0,0,3,3,3,8,0,0,0,25,3,0,11,4,5,7,11,3,0,54,37,63,127,115,117,88,122,52,15,732
5095,5,15,49,41,62,109,146,161,66,659,3,8,25,48,60,47,38,33,7,270,57,79,254,171,166,102,99,80,63,1067,615,1810,3947,3112,2548,1950,1183,582,218,15970
5096,9,6,27,39,46,87,156,118,45,530,0,3,16,31,33,27,20,27,3,157,40,32,82,76,94,101,85,85,23,624,371,899,1840,1755,1846,1644,1136,647,192,10327
5097,3,3,5,15,13,45,171,151,157,569,0,0,0,0,3,0,8,0,16,30,18,22,49,60,72,89,77,87,71,544,316,759,1732,1727,1770,1810,1476,780,410,10783
5098,3,3,28,26,26,67,247,139,124,668,0,10,11,22,28,27,25,12,11,154,24,31,71,86,66,76,125,93,44,613,261,681,1505,1740,1503,1301,1594,732,343,9664
5106,0,0,0,0,0,0,3,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,21,46,8,34,55,4,0,10,23,25,50,202
5107,5,19,63,80,105,137,266,170,73,911,0,12,48,77,111,110,65,39,18,480,52,36,121,106,132,121,104,88,42,806,498,1159,2583,2236,2264,1912,1361,696,212,12913
5108,28,53,211,210,268,371,569,413,181,2301,6,33,126,207,246,206,122,111,28,1075,127,174,410,334,348,321,283,250,98,2340,1199,2972,6259,5178,5394,4566,2891,1587,531,30585
5109,12,13,67,79,84,133,301,242,99,1034,0,5,24,56,65,60,37,39,11,300,61,58,153,131,144,171,179,137,90,1126,597,1323,2725,2599,2778,2610,2027,1173,411,16251
5110,7,8,35,41,55,72,125,98,21,464,0,5,20,30,48,60,39,28,16,244,38,41,72,82,93,82,78,57,24,556,255,612,1415,1233,1100,948,613,353,106,6633
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,9,3,0,0,0,0,0,38,42,131,70,15,11,3,3,0,0,272
5112,24,23,104,120,99,144,261,181,108,1072,3,12,51,108,84,59,39,28,6,388,91,110,196,200,263,220,195,273,164,1716,596,1306,2491,2300,2624,2231,1565,1210,551,14876
5113,20,24,78,94,122,179,251,190,93,1052,9,8,26,53,49,29,26,26,20,251,114,144,277,212,251,234,202,216,73,1723,626,1439,2826,2034,2253,1996,1416,1032,367,13987
5114,7,22,92,77,83,182,270,131,70,943,0,9,42,55,36,36,28,21,11,228,103,167,338,251,264,219,198,153,93,1789,1051,2665,5446,4206,4446,3345,1886,866,358,24275
5115,3,12,33,24,22,50,87,47,8,293,0,3,7,7,6,13,3,10,3,61,31,57,140,98,69,75,50,13,9,535,332,983,2219,1240,1028,788,432,166,35,7226
5116,4,6,3,12,11,45,121,121,73,391,0,0,3,0,3,0,3,9,4,22,29,23,69,56,61,67,73,83,57,520,264,606,1239,1055,1127,1081,897,656,238,7163
5117,3,5,0,4,8,13,29,19,8,82,0,0,0,0,0,0,3,0,3,5,6,9,19,19,13,11,13,12,7,114,93,173,284,450,492,270,206,94,24,2091
5118,4,0,10,25,40,86,224,227,136,754,0,4,4,4,0,5,8,10,3,33,60,53,106,125,205,214,167,137,82,1147,521,1151,1939,2187,2829,2494,1747,1045,460,14365
5120,0,4,10,14,32,35,48,37,8,183,0,3,4,7,11,19,12,15,4,73,6,6,17,29,28,28,9,11,3,141,45,124,235,285,273,288,166,86,16,1519
5121,0,0,3,3,3,27,47,27,3,123,0,0,0,0,3,12,7,6,0,28,4,9,4,7,11,16,20,22,6,91,32,144,199,153,204,241,208,153,26,1351
5125,0,3,11,13,19,35,113,84,32,308,0,0,0,3,4,6,5,3,0,28,30,41,69,91,119,105,114,107,84,776,576,1195,1992,2586,3181,2459,1638,818,218,14659
5126,3,0,6,6,8,23,50,35,20,142,0,0,0,0,3,3,0,0,0,11,12,10,25,52,32,36,45,32,4,256,177,437,929,1013,952,923,768,302,68,5555
