_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
5351,3,3,0,3,7,12,66,39,27,162,0,3,3,0,0,0,0,0,0,9,30,20,30,49,79,58,41,46,12,372,164,302,567,774,920,820,559,245,85,4430
5352,0,3,3,3,4,26,62,112,101,313,0,0,0,0,0,0,3,0,4,10,15,18,23,36,52,73,30,42,53,341,102,216,459,611,724,813,600,369,238,4137
5353,0,0,3,7,5,21,68,62,26,190,0,0,0,0,0,0,4,0,0,8,11,6,17,32,39,49,33,33,11,229,98,159,336,461,605,601,448,206,59,2960
5354,0,0,0,3,0,4,16,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,9,3,0,35,12,13,29,30,62,67,69,30,5,326
5355,3,3,0,8,12,33,132,161,106,469,0,0,0,0,3,0,4,0,0,9,18,7,35,63,43,52,70,40,33,362,179,301,869,924,919,1018,908,498,231,5841
5356,0,0,0,7,6,3,10,13,7,39,0,0,0,0,0,0,0,0,0,0,4,0,3,5,9,17,9,3,0,52,18,37,89,107,144,136,70,27,5,642
5357,0,0,0,0,3,12,8,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,5,19,12,0,49,3,13,34,37,67,72,77,29,9,346
5360,0,0,0,0,3,0,8,12,3,33,0,0,0,0,0,0,0,0,0,0,3,7,10,3,9,16,5,0,0,52,21,57,128,147,163,183,80,41,14,824
5371,0,0,0,3,3,4,8,4,3,31,0,0,0,0,0,0,0,0,0,0,4,3,4,3,12,7,3,3,4,47,39,72,127,187,216,161,84,24,9,922
5372,0,0,4,3,3,14,25,19,25,94,0,0,0,0,0,0,0,0,0,4,12,8,13,15,19,9,15,6,11,111,61,130,308,295,294,270,147,55,44,1612
5373,0,3,3,3,7,21,44,42,19,141,0,0,0,0,0,0,0,0,0,0,4,7,19,13,35,32,43,25,6,193,79,149,327,363,509,540,437,200,55,2668
5374,0,0,3,3,4,14,28,35,28,114,0,0,0,0,0,0,0,4,0,3,5,4,6,12,17,16,10,20,3,93,28,60,106,168,211,268,182,99,38,1165
5381,0,0,3,0,3,7,12,13,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,13,10,11,0,42,4,18,26,40,50,81,64,29,3,305
5400,0,0,0,0,0,7,11,0,0,21,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,9,4,0,3,48,27,115,110,104,135,115,48,11,6,674
5401,0,0,4,3,3,3,15,9,13,53,0,0,0,0,0,0,0,0,0,0,3,3,9,7,11,16,17,16,12,83,16,37,89,82,118,145,90,47,34,651
5410,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,3,3,4,10,3,6,3,0,39,11,14,24,35,59,48,37,17,9,253
5411,0,0,0,0,3,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,3,0,0,22,3,14,37,31,41,43,31,25,6,230
5412,0,0,0,3,4,12,23,17,15,76,0,0,0,0,0,0,0,0,0,0,4,3,5,5,13,15,19,11,9,77,22,23,87,97,172,216,210,87,61,981
5413,0,0,0,0,0,3,12,14,3,35,0,0,0,0,0,0,0,0,0,0,0,3,12,8,16,10,16,10,4,67,13,31,79,65,130,157,104,58,18,661
5414,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,4,0,0,18,0,5,20,9,21,27,25,4,3,119
5415,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,7,4,9,29,11,34,47,44,11,0,186
5416,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,0,21,0,13,21,32,36,54,20,11,0,180
5417,0,0,3,3,4,8,23,21,12,77,0,0,0,0,0,0,0,0,0,3,3,3,14,6,29,14,27,20,3,121,28,49,120,151,210,258,234,110,33,1183
5418,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,7,12,7,19,18,22,3,0,90
5419,0,0,0,0,0,4,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10,3,7,25,19,28,43,23,26,4,178
5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,11,0,4,9,12,22,13,15,0,0,69
5421,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,4,0,23,5,3,9,25,30,23,12,5,3,121
5422,0,0,4,6,5,23,53,36,19,144,0,0,0,0,0,3,0,3,0,10,9,6,9,17,13,45,28,23,18,170,40,62,142,141,194,353,247,154,56,1386
5431,0,0,0,0,3,7,22,20,13,64,0,0,0,0,0,0,0,0,0,0,3,0,4,9,14,16,8,14,13,72,16,27,72,80,125,176,116,73,45,731
5432,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,3,7,14,6,19,28,33,8,4,121
5433,0,0,0,0,9,18,33,18,10,91,0,0,0,0,0,0,3,3,0,8,3,4,7,11,13,14,22,17,8,100,24,46,110,116,202,217,195,97,34,1036
5434,0,0,0,0,0,6,5,7,0,20,0,0,0,0,0,3,0,0,0,0,4,8,15,13,8,24,14,0,0,82,14,27,40,52,51,99,70,17,11,376
5440,0,0,0,0,0,7,6,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,17,0,0,3,36,5,15,35,38,36,51,24,11,7,222
5451,0,0,0,3,0,3,6,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,15,3,16,27,20,9,5,90,12,20,73,59,118,152,96,39,12,582
5452,0,0,0,0,0,0,4,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,24,11,17,34,57,62,84,53,18,3,336
5453,0,3,3,7,10,16,67,64,67,230,0,0,0,0,0,0,0,0,0,0,9,14,32,40,45,62,56,37,23,318,90,198,554,552,650,735,601,301,159,3832
5454,0,0,0,0,3,3,4,7,4,18,0,0,0,0,0,0,0,0,0,0,3,6,0,3,10,3,3,4,0,29,10,14,37,43,48,63,64,15,8,303
5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,10,14,7,5,0,0,37
5460,0,0,0,0,0,8,7,3,3,23,0,0,0,0,0,0,0,0,0,0,4,0,3,8,6,6,13,4,3,46,25,36,63,89,121,108,88,32,7,561
5461,0,3,0,7,12,8,49,60,54,196,0,0,0,0,0,0,0,0,0,3,4,11,15,15,21,17,37,21,19,161,48,141,225,292,333,330,318,188,121,1996
5462,0,0,0,0,0,0,6,8,3,18,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,15,13,26,62,61,71,58,43,26,6,368
5464,0,0,0,0,3,0,8,3,3,20,0,0,0,0,0,0,0,0,0,0,8,0,7,7,12,3,0,3,0,36,9,26,71,66,95,111,62,23,7,478
5470,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,15,17,25,27,9,3,116
5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,3,3,9,14,15,7,3,4,70
5472,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,16,3,6,5,21,27,33,31,12,0,133
5473,0,0,0,0,0,3,24,10,0,41,0,0,0,0,0,0,0,0,0,3,3,5,10,4,4,12,14,4,3,54,16,34,68,61,104,123,129,48,9,591
5480,0,0,3,0,0,3,17,17,11,50,0,0,0,0,0,3,0,0,0,7,3,0,4,3,5,8,5,7,0,35,10,36,84,77,91,132,120,65,24,623
5481,0,0,0,0,0,0,15,7,8,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,5,4,3,35,18,14,24,41,81,136,87,42,16,467
5482,0,0,0,0,0,3,7,18,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,3,11,38,11,18,37,47,82,85,62,50,39,418
5483,0,0,0,0,0,3,5,5,8,19,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,3,4,3,0,23,8,15,26,41,43,52,49,23,10,263
5485,0,0,0,0,4,9,10,14,3,38,0,0,0,0,0,0,0,0,0,0,5,3,0,9,6,6,9,9,0,50,15,22,45,61,84,101,92,43,13,470
5490,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,3,0,4,4,0,4,3,23,4,10,17,13,29,32,13,10,5,136
5491,0,0,3,0,0,14,40,37,23,118,0,0,0,0,0,0,0,0,0,0,3,0,8,12,25,15,16,13,29,130,31,90,163,191,245,272,215,131,94,1439
5493,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,10,10,11,22,13,3,0,69
5495,0,0,0,0,6,10,20,9,0,46,0,0,0,0,0,0,0,0,0,0,0,3,7,5,9,17,28,9,0,76,11,24,31,49,88,132,128,47,5,518
5501,3,6,8,15,31,63,118,56,21,314,0,0,0,3,3,8,5,7,0,28,29,29,62,68,108,92,68,27,18,490,219,409,735,978,1323,1005,650,215,69,5610
5502,0,0,0,6,7,10,18,12,5,55,0,0,0,0,3,0,0,0,0,4,8,5,9,7,20,15,14,9,6,100,37,85,166,192,244,229,165,63,25,1210
5510,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,5,3,14,11,16,20,23,0,0,93
5520,0,0,0,0,0,3,15,14,9,46,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,8,5,3,8,38,14,16,67,41,82,103,71,40,17,466
5521,0,0,0,0,0,3,7,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,5,17,24,20,23,12,3,113
5522,0,0,0,0,0,10,48,43,30,134,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,23,37,27,22,147,25,23,81,100,173,269,311,174,86,1236
5523,0,0,3,0,5,9,32,33,26,109,0,0,0,0,0,3,0,0,0,4,8,4,5,10,16,32,23,18,8,123,42,91,166,178,278,302,254,135,65,1506
5540,6,3,19,40,56,145,394,346,181,1187,0,0,8,0,10,6,7,9,9,44,65,53,115,135,174,168,198,165,81,1144,412,858,1597,1707,2158,2026,1743,1055,430,11984
5550,0,0,0,3,5,9,16,14,3,46,0,0,0,0,3,3,0,0,0,3,3,0,6,5,9,11,5,3,3,47,22,50,110,109,133,137,87,37,10,702
5552,0,0,0,0,3,0,10,7,3,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,15,3,0,33,11,4,52,53,61,47,54,14,7,294
5554,4,3,7,13,20,33,111,76,46,311,0,3,0,0,0,3,0,0,0,13,22,34,49,45,72,72,94,76,52,514,138,264,542,557,734,683,615,371,156,4060
5555,0,0,0,0,0,9,18,5,3,33,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,14,9,3,0,41,3,22,36,43,79,103,98,33,9,428
5556,0,0,10,3,17,34,126,77,31,300,0,0,0,0,0,3,0,0,0,6,6,7,26,15,50,47,79,77,63,373,72,142,352,336,527,715,730,370,115,3370
5558,3,0,3,7,8,34,107,81,55,307,0,0,0,0,0,0,3,0,0,8,8,14,29,24,46,99,97,75,24,420,81,159,371,367,618,828,951,474,174,4019
5560,0,0,0,0,3,7,12,6,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,11,4,6,34,10,13,37,61,65,61,77,25,13,363
5570,0,0,0,0,3,3,12,11,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,21,21,11,0,70,8,9,36,37,58,140,145,40,13,491
5571,0,0,3,3,3,21,45,61,28,159,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,22,38,23,26,128,22,50,139,134,174,377,363,219,94,1585
5572,0,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,4,3,11,19,23,28,18,4,4,115
5573,0,0,3,3,3,9,56,50,37,160,0,0,0,0,0,0,0,0,0,3,8,4,6,9,20,17,33,20,17,130,39,71,154,176,306,294,315,182,89,1631
5575,0,0,7,4,3,14,72,42,27,170,0,0,0,0,0,0,3,0,0,3,7,3,5,20,22,30,38,27,32,187,26,62,154,216,297,449,418,195,95,1923
5576,0,0,0,0,3,10,24,20,17,75,0,0,0,0,0,0,0,0,0,0,0,7,3,12,7,9,6,6,3,55,16,45,83,98,144,196,183,75,26,863
5577,0,0,0,0,0,10,7,14,3,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,8,8,0,31,12,21,42,43,89,110,75,45,13,440
5580,0,0,0,0,0,3,7,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,18,10,7,34,26,43,61,58,30,12,286
5581,0,0,0,0,0,0,13,9,7,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,6,11,3,32,4,14,31,26,57,109,151,82,25,501
5582,0,0,0,0,0,4,23,5,20,52,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,13,6,6,3,42,14,12,32,34,79,133,143,65,54,562
5583,0,0,0,0,0,3,21,27,13,58,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,11,23,10,9,65,9,18,42,62,87,149,187,94,31,679
5600,0,0,6,3,9,22,63,85,54,242,0,0,4,0,4,0,4,3,3,16,10,17,33,28,69,79,63,74,60,433,133,323,634,802,999,905,605,368,184,4951
5601,0,0,0,3,0,7,18,4,0,40,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,9,12,4,0,44,14,4,13,56,90,87,82,23,0,388
5602,0,0,0,0,9,12,41,17,19,94,0,0,0,0,0,0,0,0,0,0,4,4,12,13,20,26,36,3,22,140,26,57,110,139,200,208,232,63,46,1083
5603,0,0,0,0,0,4,14,4,7,32,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,6,8,0,0,29,5,14,47,45,72,72,53,9,8,333
5604,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,0,13,7,6,17,7,34,47,38,14,4,175
5605,0,0,0,0,4,4,38,65,35,151,0,0,0,0,0,0,0,0,0,5,7,4,8,5,15,29,29,17,27,143,29,59,119,149,211,280,288,181,89,1404
5606,0,8,14,13,28,89,224,226,132,736,0,0,0,0,3,9,0,5,4,28,63,70,124,127,157,178,150,141,68,1074,319,771,1776,1612,1839,1883,1446,837,385,10862
5607,3,0,3,3,10,28,50,45,13,159,0,0,0,0,0,0,5,0,0,5,37,25,101,110,96,81,57,23,3,537,104,154,508,682,790,790,540,174,39,3790
5608,5,3,27,28,49,105,220,188,69,689,0,0,3,0,6,4,11,17,0,55,65,86,172,135,229,184,200,157,52,1271,334,848,1768,1460,1920,1574,1271,788,230,10195
5609,0,0,0,0,4,7,13,8,0,32,0,0,0,0,0,0,0,0,0,0,3,10,20,17,11,3,11,16,0,84,42,127,349,274,230,149,118,83,12,1390
5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,6,3,16,17,27,17,11,0,3,99
5631,0,0,0,0,3,4,13,15,14,50,0,0,0,0,0,0,0,0,0,4,3,0,7,7,13,15,8,12,21,80,24,50,116,120,144,123,98,73,44,782
5632,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,3,0,0,20,7,11,30,26,57,25,14,5,7,172
5633,0,0,0,0,0,12,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,3,3,3,0,21,4,13,37,30,52,66,22,13,3,246
5640,0,0,0,0,0,3,17,29,27,84,0,0,0,0,0,0,4,0,0,6,4,0,12,10,13,9,6,11,11,82,15,44,111,96,126,157,115,82,52,794
5641,0,0,0,0,0,11,22,32,13,82,0,0,0,0,0,0,0,0,0,0,0,4,13,6,13,10,6,8,3,65,16,40,126,110,126,135,104,77,32,764
5642,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,3,0,0,0,21,7,11,25,31,37,44,12,7,3,176
5650,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,6,21,6,7,22,25,19,31,14,3,6,131
5651,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,4,17,17,13,3,4,0,59
5652,0,0,0,0,0,3,5,11,12,33,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,12,11,3,5,51,20,40,79,86,85,105,66,40,32,548
5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,7,6,11,12,5,0,3,57
5654,0,0,0,0,0,0,8,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,3,0,27,3,0,20,35,35,36,44,14,3,188
5655,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,16,11,12,14,8,0,0,67
5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,9,4,3,0,0,33
5661,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,8,20,20,15,23,17,3,0,111
5670,0,0,0,0,4,3,11,7,3,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,7,6,6,39,3,18,51,51,65,100,59,22,16,380
5671,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,15,0,8,19,12,33,30,18,7,0,129
5680,0,0,0,3,4,20,40,22,25,116,0,0,0,0,3,0,0,0,0,4,10,11,26,19,34,67,26,13,17,227,39,84,178,238,310,413,254,110,60,1679
5690,5,3,17,14,29,36,60,42,20,232,0,0,0,4,0,3,0,0,0,7,33,29,70,89,86,70,47,19,25,478,118,223,473,472,495,480,340,123,64,2783
5700,11,3,16,18,35,98,189,184,82,642,0,0,4,4,4,4,10,16,4,61,58,67,171,130,207,212,211,134,44,1230,291,684,1388,1181,1567,1494,1249,590,220,8669
5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9
5710,0,3,0,4,5,16,32,14,7,72,0,0,0,0,0,0,0,0,0,3,8,105,218,173,84,44,23,6,5,670,49,216,502,414,352,349,154,60,19,2118
5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17
5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,3,6,6,0,0,0,26
5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,13
5719,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,6,9,6,5,5,3,0,42
5720,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,0,0,0,28,6,15,25,28,54,41,14,3,0,180
5722,0,0,0,0,0,3,12,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,15,10,0,35,6,5,29,29,58,51,53,30,6,268
5723,0,0,3,4,7,15,55,26,0,119,0,0,0,0,4,0,5,4,0,25,8,31,69,45,81,59,61,26,4,385,29,101,341,244,318,292,273,124,19,1740
5724,4,3,6,6,5,3,3,0,0,29,0,0,4,0,8,6,9,4,0,27,0,4,22,12,9,14,8,5,0,69,15,41,75,49,51,60,32,20,3,344
5725,0,0,3,10,6,4,3,0,0,29,0,0,0,0,0,0,0,0,0,3,12,29,94,65,58,37,4,0,0,301,78,265,882,659,530,325,38,5,3,2786
5730,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,3,3,9,10,7,30,14,5,0,82
5731,0,0,3,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,10,16,27,19,16,0,3,0,88,9,24,81,97,109,75,15,3,0,409
5732,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,7,6,12,7,0,0,0,34,3,7,40,47,41,33,15,0,3,182
5733,0,0,0,0,0,5,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,18,9,5,8,4,0,0,51,5,11,52,29,31,42,19,9,0,199
5734,0,0,0,4,4,3,3,0,0,15,0,0,0,0,0,3,0,0,0,3,3,0,7,3,4,11,5,0,0,28,6,13,25,16,32,24,8,4,0,123
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
